reviewerID,asin,overall
A15H49V9HXKQS0,B000982UY2,5
A1GF4BH6WPBZ4Y,B000982UY2,1
A5JLAU2ARJ0BO,B0009F1ST8,4
AJMBX04BZWPSD,B0009F1ST8,1
A339F4I8GBN3H3,B0009F1ST8,4
A2GHQUG34XB2NP,B0009F1ST8,2
AKPYS9VSM3LNX,B0009F1ST8,3
A32MUSM2FYMHSG,B0009F1ST8,2
A6JSHRYSQ9PZR,B0009FCAJA,1
A8X6SR4BJV1RV,B0009FCAJA,1
A1J060Q2K8PXU4,B0009FCAJA,5
A1AS5K8476WTVQ,B0009FCAJA,5
A1CH486LI1JB6L,B0009FCAJA,5
A3H8OHBYLBU0A,B0009FCAJA,5
A2WFQ41IFYIYO7,B0009FCAJA,5
A2BHAEAZ0JAP9J,B0009FCAJA,5
A3E12U05CJ1BIM,B0009FCAJA,1
A3HLDGMEHRMJDY,B0009FCAJA,5
A1YO6ZZY1AGJAG,B0009FCAJA,5
AHRJQMS33B4YX,B0009FCAJA,1
AQ2P4V09X2IQB,B0009FCAJA,1
AVXWY1AL9RZOF,B0009FCAJA,5
A31OJC32KCUYCT,B0009FCAJA,5
A2PCYGRJ83L0I6,B0009FCAJA,3
A23ONLAE97WNZQ,B0009FCAJA,5
A1A1QF2CBRB5PL,B0009FCAJA,5
A2K2HNI2D5VZR6,B0009FCAJA,1
AJ511V82058PD,B0009FCAJA,5
A1ZS5LE2PBFUJO,B0009FCAJA,5
A1U3XP5B362DY9,B0009FCAJA,3
A3V9OJ9NBOIJFR,B0009FCAJA,5
A25A8ZGP4O4W24,B0009FCAJA,4
A29UXE5B1U2163,B0009FCAJA,5
A20OLDYMMHZRHN,B0009FCAJA,5
A2TA7ZOJMMDADN,B0009FCAJA,4
A1FHMI0OXPWUV9,B0009FCAJA,1
A3G8ZZ7VG3AV0Q,B0009FCAJA,1
A28LTSY8JKFYY4,B0009FCAJA,2
A2QB9LT3FVQBCJ,B0009FCAJA,4
A2NYHXSYSAKGI9,B0009FCAJA,2
A2YQJ5O24Z4Z94,B0009FCAJA,4
A2EG62LKYLFNAB,B0009FCAJA,1
A3I1FNFD59WZ6P,B0009FCAJA,4
A24PLV74ILRB0V,B0009FCAJA,4
A17OPAODXLRU7K,B0009FCAJA,1
A2MVZZ2VRV2TJN,B0009FCAJA,4
A18W0VT0DJXZKA,B0009FCAJA,5
A3MTSOISQ4Q3IC,B0009FCAJA,5
A1HLDYRKLORA8O,B0009FCAJA,5
A1XM5H4LJ1X0P2,B0009FCAJA,4
AHR8FQ6XP3MOO,B0009FCAJA,4
A2PCPYYASC6GLT,B0009FCAJA,1
AQ3C5I2A1SOKO,B0009FCAJA,5
A34YHJIFT5FJI2,B0009FCAJA,5
A1NZLRAZJGD99W,B0009FCAJA,1
AWTOK5EK2M1BF,B0009FCAJA,3
A5KMMY627T3W,B0009FCAJA,5
A8LNMJEXUT2VB,B0009FCAJA,3
A3RSLMVR5Z5THT,B0009FCAJA,3
A5JLAU2ARJ0BO,B0009FCAJA,5
A1ORW6B32NZ3Y5,B0009FCAJA,2
A3S25YPCZ63OQL,B0009FCAJA,5
A13BX9O5UDBILC,B0009FCAJA,4
AY6GCS9B3TV2O,B0009FCAJA,5
A3XP79CF1HOVM,B0009FCAJA,4
ALMOQ5HI50VNW,B0009FCAJA,3
A1CYTBE7LLUQ8F,B0009FCAJA,5
A39ZD4TYM0C6LM,B0009FCAJA,5
A1KDKMPMUB9JIV,B0009FCAJA,5
AE77ZKFCXVE0M,B0009FCAJA,2
A3CCAEXTADVSP9,B0009FCAJA,1
A5JLAU2ARJ0BO,B000A1329U,5
A3KZCNV1N8R9GC,B000A1329U,4
A3FX6O2CTQQAB4,B000A1329U,5
A36FE3ZJG8AZJ8,B000A1329U,1
A2R7LPK0UQMQII,B000A1329U,5
A212MDP6K4VJS5,B000A1329U,3
A3OFASS4RI4EFP,B000A1329U,1
A222YG04UP2RGS,B000A1329U,1
A7ED6BJO320TG,B000A1329U,1
A1R76R4E6A8S3B,B000A1329U,4
A3L5WDFX1SCJ1W,B000A1329U,2
A1WQ10RIQ4DK68,B000A1329U,1
A1NZLRAZJGD99W,B000A1329U,1
AJMBX04BZWPSD,B000A1329U,1
A279FUL12R7MBD,B000A1329U,5
AI0NWR72MJ6UG,B000A1329U,4
A37VSLTWMPFH3K,B000A1329U,4
A39KJOCZGCM8P1,B000A1329U,3
A1AK7698PXKAGN,B000A1329U,1
A1S6YHKKV0JJQA,B000A1329U,5
A206YBBT28XGPJ,B000A1329U,1
A3R785RO62QEJN,B000A1329U,5
A2M1GWZ1A7FAUT,B000AXEJBI,3
A3KYGQI7G4NJPY,B000AXEJBI,3
A11NYI0093Q8XR,B000AXEJBI,5
A2IFBYDQ7EQDID,B000AXEJBI,2
A1V3THT691ROF3,B000AXEJBI,5
AJMBX04BZWPSD,B000AXEJBI,1
AXO4PQU0XG3TG,B000AXEJBI,5
A38US3BI4PEJ5O,B000BH9V0M,3
AINAT69A84JRD,B000BH9V0M,4
A17OP12B3INT98,B000BH9V0M,2
A2M1GWZ1A7FAUT,B000BH9V0M,2
A2NUJOM77PMN70,B000BH9V0M,5
A22V23AHQ0CE06,B000BH9V0M,5
A18LFH33C388S2,B000CQVMYK,5
A11MCG05H01RGN,B000CQVMYK,5
APN0KE7438ECU,B000CQVMYK,5
AQFMF6G654CBK,B000CQVMYK,3
A1BPSIZGRR3905,B000CQVMYK,4
A2NUBYQNH87QHR,B000CQVMYK,1
ASNU295L0F7RZ,B000CQVMYK,1
A1HD04CRTRVNUH,B000CQVMYK,5
ANC8SQX3EDMOE,B000CQVMYK,3
APBNY1FWVMRVC,B000CQVMYK,5
A1W7ZG141WUGEH,B000CQVMYK,1
A1BPPZINVQ2CE6,B000E6MFXA,3
A18YMFFJW974QS,B000E6MFXA,4
A3F3B6HY9RJI04,B000E6MFXA,5
A1IUANSOUF93LY,B000E6MFXA,1
A3P2GXO8A4XDRU,B000E6MFXA,2
A2Z67HW6W6G5KZ,B000E6MFXA,1
A26BDXG9KVH7SU,B000E6MFXA,4
A1GOKUUDRB63FQ,B000E6MFXA,1
A1W5N8OT55A9Y3,B000E6MFXA,1
A2906N9V5I3H6H,B000E6MFXA,2
A2WLDEORTNRY0D,B000E6MFXA,1
A1EZMU02XNK3DA,B000E6MFXA,2
A3KDP3BJ7GF5NT,B000E7T7JO,5
A8WEXFRWX1ZHH,B000E7T7JO,3
A1RPM1PQLVO6FN,B000E7T7JO,4
AC8C9PT59CDW1,B000E7T7JO,5
A1QLAN8BZM75KP,B000E7T7JO,4
AF5MYIR1E75L8,B000E84CQQ,2
A3GJRZ7FN51LMK,B000E84CQQ,5
A3AGSFLNNIFKNJ,B000E84CQQ,1
A26DSOZE1XVLLA,B000E84CQQ,4
A17848SRJZRMXI,B000E84CQQ,3
A12FJNBMSCJ639,B000E84CQQ,5
A79L7S4U3TR1T,B000E95OAI,2
A4HFLA2K4CGWJ,B000E95OAI,3
ASGMNKBLYEIM5,B000E95OAI,3
A2ZR3YTMEEIIZ4,B000E95OAI,3
A1RKRPN48W04I7,B000E95OAI,4
AFS4HT0UHM38C,B000E95OAI,5
AXMVY1CH5125B,B000E95OAI,4
A2GLRL1H2TDB2U,B000E95OAI,1
A296O8A6KU3G5K,B000E95OAI,2
A3VJ6EE4FTTM8Q,B000E95OAI,1
A3GS1G96OVL5IK,B000EM8REU,5
A32O5FZH994CNY,B000EM8REU,5
AVZF4LV5V673T,B000EM8REU,2
A3AGSFLNNIFKNJ,B000EM8REU,5
A1GCZH168DAGRB,B000EM8REU,5
A149RNR5RH19YY,B000EM8REU,4
A30L1LP2O2YA9T,B000EM8REU,5
A2NUHWMHA9XNKV,B000EM8REU,4
A1X1P62UE65QUP,B000EM8REU,4
A3VEA7ACJUPTZ4,B000EM8REU,3
A5JLAU2ARJ0BO,B000EM8REU,2
A2HFEU1E02Y9C,B000EM8REU,4
A3IPI523Q6TCGX,B000EM8REU,3
A2NVQZ4Y7Y0J1R,B000FEHG76,4
A1MM30YDKJPG06,B000FEHG76,5
AGOH8N902URMW,B000FEHG76,5
A1A0ZUPFBP3DBG,B000FEHG76,5
A2ZKF3UU1TF14L,B000FEHG76,5
A2QQ06GUU1APAY,B000FEHG76,4
AJ57TRS2OI4PU,B000FEHG76,5
A10U3Z35FCPXF2,B000FYU4SO,5
AQZGG5F4JIRXO,B000FYU4SO,4
A2J6407B4TJFOW,B000FYU4SO,4
A8PP8NPRJSAKO,B000FYU4SO,3
A97R2RMCBRVTY,B000FYU4SO,1
A7EJERNB7IK3Z,B000FYU4SO,1
A1EA5OZDASEEMY,B000FYU4SO,4
A38V5H082VI1H4,B000FYU4SO,5
AG71XMQGQ2UTJ,B000FYU4SO,1
ARAQAQDFWUI7L,B000FYU4SO,5
A3C1QYGEET3BVY,B000FYUYT8,3
A3T3KPW2QE866W,B000FYUYT8,4
A31Z1N67RKI5A,B000FYUYT8,2
A2XYB7Y7692P4Y,B000FYUYT8,5
A2C1E3W3O9C2W3,B000FYUYT8,5
A2FQ08CLTFE4WW,B000FYUYT8,4
A1O5O67B078W0S,B000FYUYT8,1
A3EVY454357E7E,B000FYUYT8,4
A3QBZ55EY2EFIA,B000FYUYT8,5
A3KYGQI7G4NJPY,B000FYUYT8,4
A3L3ZDNHZP3YK7,B000FYUYT8,4
A1X5S3PZTERUS9,B000FYUYT8,1
ATMZVZ7BS6SRU,B000FYUYT8,5
A3I2ABCFKF3P32,B000G2TLIO,5
A19TY1X0GE0ZW7,B000G2TLIO,1
A19CBIC5BXUCHA,B000G2TLIO,3
A2JFQ6IZT4X6G5,B000G2TLIO,4
A16J0FNJX26S4X,B000G2TLIO,5
A3STL2GCQUM9C,B000G2TLIO,5
ACUBNT4S4CVTL,B000G2TLIO,5
A1X9NIIOWU3P3J,B000G2TLIO,4
A3S44X9KHMS9MD,B000G2TLIO,3
A13P68UBMLX9LU,B000G2TLIO,5
A1EZULSEF2FBYP,B000G2TLIO,4
A3CBBG2CJLSBR4,B000G2TLIO,3
A1RS6VV3FYK9VK,B000G2TLIO,2
A38QEATH3NODFM,B000G2TLIO,4
A2UOHALGF2X77Q,B000G2TLIO,5
A36A1ZYZH8568P,B000G2TLIO,4
A32OJUBUBSTJ7S,B000G2TLIO,4
A4C0E4KPCIXFY,B000G7LZCO,3
A3C6A40RHKRZBV,B000G7LZCO,5
A1QFXPPUHEN141,B000G7LZCO,5
A1E6JTMBQ5T2O,B000G7LZCO,1
AISSIRI0N0I57,B000G7LZCO,2
A4JZ7J5U2LVCQ,B000G7LZCO,5
ASXJVGA1S5DG1,B000G7LZCO,5
A2IMHDLPE9YRZK,B000G7LZCO,5
A1FPF8O4W549TJ,B000G7LZCO,5
A17G54E60IGYLT,B000G7LZCO,5
A5HGC62FWDQFR,B000G7LZCO,5
A2HY2U32IWIU9X,B000H7GVA4,1
A1F92EK0MUNOVR,B000H7GVA4,2
A1RKSJTBH8OHT8,B000H7GVA4,4
A206ZWZCCFAU1L,B000H7GVA4,3
A24E5DR9VQTKBA,B000H7GVA4,2
A10U3Z35FCPXF2,B000H7GVA4,5
A91LOU9XGER2N,B000H7GVA4,5
A3S25YPCZ63OQL,B000HCQKTG,2
A5JLAU2ARJ0BO,B000HCQKTG,5
A149RNR5RH19YY,B000HCQKTG,4
ADZKP93810RSP,B000HCQKTG,4
A1VU8KNN9BAPDQ,B000HCQKTG,5
A2KKWNUX1E3HPL,B000HCQKTG,3
A1IANEBSMVGHS9,B000ID10JE,5
AWYOWZKRBKQHQ,B000ID10JE,3
AO5NVZT0OW7RQ,B000ID10JE,5
A2T71JNR3C2DY1,B000ID10JE,3
A3OXM4NUGQKIQ0,B000ID10JE,5
A23OC855UFNS9M,B000ID10JE,5
A339F4I8GBN3H3,B000ID10JE,5
A2S37P50AYCUYV,B000ID10JE,5
A206YBBT28XGPJ,B000ID10JE,1
A2F2H1420QGJNS,B000ID10JE,4
A3BJ8UAOA350IR,B000ID10JE,1
AKQU6FNNO6MWR,B000ID10JE,1
A1GGL0XT7ZGJN,B000IEAZ1M,4
A3EZEP0FX5BC1P,B000IEAZ1M,4
A20TZLGORUSGSF,B000IEAZ1M,5
A32E4IUXAUL7SU,B000IEAZ1M,3
A3KDP3BJ7GF5NT,B000IEAZ1M,4
A3D61I5DB60AWI,B000IIFRUW,2
A1KD8NJPZ01R37,B000IIFRUW,2
A3PM1QNZ1O8EXF,B000IIFRUW,4
A1F1A0QQP2XVH5,B000IIFRUW,3
A1SHHQSPOWR00F,B000IIFRUW,1
A3EQJPBBIGTX24,B000IIFRUW,1
A3D0RD3SBCFGL4,B000J6EXTY,5
A1WNS6C7V24LWX,B000J6EXTY,5
A2F3ORBDXGLTLB,B000J6EXTY,4
A2XGLIV37POGJ9,B000J6EXTY,5
A91ZDK409GGCV,B000J6EXTY,5
ADCROY0YPQN98,B000J6EXTY,1
A3POHB1RY8R5X7,B000J6EXTY,5
AYKSA710N0Y3Q,B000J6EXTY,2
ASNU295L0F7RZ,B000J6EXTY,1
APN0KE7438ECU,B000J6EXTY,5
A2EFUWLTTDVUVX,B000J6EXTY,1
A11B5DF08I0VF7,B000J6EXTY,1
A11BCJJG91KVOY,B000JL35SO,5
A28525P0S5ZVJ3,B000JL35SO,5
A130YN8T37O833,B000JL35SO,1
AM0QLU79O05JR,B000JL35SO,5
A10U3Z35FCPXF2,B000JL35SO,5
A1K2M641UQYKKO,B000JL4Y3Y,1
AHGGNAIT6BH5X,B000JL4Y3Y,4
A7H08AIK2TU4I,B000JL4Y3Y,5
A3L0YT2VLEYEHP,B000JL4Y3Y,5
ACG8JDNDJ1S4B,B000JL4Y3Y,5
A3OG6C892DM3Y0,B000JL4Y3Y,5
A27340Z86FVF0D,B000JL4Y3Y,1
A8LNMJEXUT2VB,B000JL4Y3Y,5
A35DGMDVIRCULB,B000JL4Y3Y,5
A2TAYINQL2PSNA,B000JL4Y3Y,1
A10K606KWGOA2Y,B000JL4Y3Y,4
A377LPVLLAI42D,B000JL4Y3Y,4
A313H6238N589,B000JL4Y3Y,5
A3MK8QSK290OB9,B000JL4Y3Y,4
A10U3Z35FCPXF2,B000JL4Y3Y,5
A28525P0S5ZVJ3,B000JL4Y3Y,2
A2LRUJC1YZ9S95,B000JL4Y3Y,3
A1N1JIFKDOK27W,B000JL4Y3Y,5
A19WA57HO3PV9M,B000JL4Y3Y,5
A149RNR5RH19YY,B000JWIZH4,5
A14EF1PPKMSEPU,B000JWIZH4,4
ATGEQHL4JEOLU,B000JWIZH4,4
A187ABCO57F5NF,B000JWIZH4,4
A23240TVKFAURO,B000JWIZH4,4
A18ZM1RCOLLOZG,B000JWIZH4,4
A2T71JNR3C2DY1,B000JWJG7W,2
A3KXKO791KXMI4,B000JWJG7W,4
A3S81UFJPP02F5,B000JWJG7W,4
A2BB4DGBRVGKWW,B000JWJG7W,1
ARU509VXL2UA7,B000JWJG7W,1
A3C1QYGEET3BVY,B000K2F1N4,2
A3G8L4U5W9XMEI,B000K2F1N4,1
A1HWC7QCLS0HHT,B000K2F1N4,2
A35IX2GE0VC0JP,B000K2F1N4,2
A2TCHXH4SIN2OF,B000K2F1N4,1
AXN2IO1UBOF6A,B000K2F1N4,1
A1POGSPD4HN8Y1,B000K2F1N4,4
AJ362XTCJ5OS3,B000K6CN9K,5
A102MABTRY6HFT,B000K6CN9K,3
A19LP2NGWWO2PY,B000K6CN9K,3
A2P981UNVU2OMT,B000K6CN9K,4
A3IOSVMU2M6H46,B000K6CN9K,4
A32WR384ZDQBNQ,B000K6CN9K,5
A275UY3IF3VIWE,B000KHF7ZQ,4
A3VEA7ACJUPTZ4,B000KHF7ZQ,2
A3R9GDKTPJ56LO,B000KHF7ZQ,3
A24WJXSXVNB9KF,B000KHF7ZQ,5
A16OFF1B1QHR7V,B000KHF7ZQ,5
A2OYPZ9NDPHSLU,B000KHF7ZQ,4
A3QGP941J4HY4K,B000KHF7ZQ,3
A1GF4BH6WPBZ4Y,B000KHF7ZQ,1
A1814XASO298SP,B000KJS8CI,5
A2ZYGBNZK8JBBJ,B000KJS8CI,2
ATV4GJB71B1F6,B000KJS8CI,4
A33SJOJMA35U77,B000KJS8CI,3
AE1RPF8AKHY28,B000KJS8CI,2
AUDE57HNDDNXK,B000KJS8CI,4
A2TIO1SVM1J3KJ,B000KJS8CI,2
A1PN2U0AWXGVML,B000KJS8CI,3
A3KPJ1MOGTZVGC,B000KJS8CI,4
A2WDE0E3I2BU1F,B000LDTGQK,5
A22DEC3XOL8SBD,B000LDTGQK,4
A18Z34PP5UGC3Y,B000LDTGQK,2
ABD6TPKC6ADF4,B000LDTGQK,2
A1ZV2JA66U5XRX,B000LDTGQK,4
AF5MYIR1E75L8,B000LDTGQK,3
AI9GSFEX4H49L,B000LDTGQK,4
A2XGLIV37POGJ9,B000M27FCW,5
A39WXWTZZWS3R9,B000M27FCW,4
ARN8HB0OLUJVU,B000M27FCW,5
AJ4AHMURI5JI7,B000M27FCW,4
A1TM36XB8XKRFC,B000M27FCW,3
A14EF1PPKMSEPU,B000M27FCW,3
A2BOKHYK9KREG6,B000M27FCW,5
A245UOPTYKND2E,B000M27FCW,5
A20386VPL1I7EI,B000M27FCW,2
A2KXZFGB6CSCVN,B000M27FCW,1
A2K84R3WIUB8LJ,B000M27FCW,5
A3DBAS0E5W6CMR,B000M27FCW,4
AL6CEWLV2JB90,B000MSDKHA,5
A1HWC7QCLS0HHT,B000MSDKHA,4
ATR8JAMSL00H0,B000MSDKHA,4
A32S7OE0MNWFI4,B000MSDKHA,3
A33SJOJMA35U77,B000MSDKHA,2
A2FLVEDLINXRUB,B000MSDKHA,4
A13PJOSPMW65CW,B000MSDKHA,3
AXN2IO1UBOF6A,B000MSDKHA,5
A1L3QNX7R1RZ3G,B000MSDKHA,5
A2JXO5W5J8OEGO,B000NNDZK6,5
AUSVJ9LXXPD8N,B000NNDZK6,5
A12DQZKRKTNF5E,B000NNDZK6,4
A339F4I8GBN3H3,B000NNDZK6,4
A32MUSM2FYMHSG,B000NNDZK6,3
A3G0VC4V40KYFG,B000NNZT1Y,5
A36MQY2HNRIA2W,B000NNZT1Y,5
A27WPJ5JYEZPPK,B000NNZT1Y,4
A13BX9O5UDBILC,B000NNZT1Y,4
A3NOBH42C7UI5M,B000NNZT1Y,5
AXA5BTK5LSMOB,B000NNZT1Y,5
AD22FWT1UA0XS,B000NNZT1Y,2
A3T3OSRNXHRA0D,B000PDKHFA,3
AH5X0340J855C,B000PDKHFA,5
A7QCUJOH9CIYR,B000PDKHFA,4
A2XP4LEYB7MJG8,B000PDKHFA,3
A2AWVROFGSZU4E,B000PDKHFA,1
A28Q68YMRLL4SO,B000PEOLAG,5
A102VV2KCZAUZW,B000PEOLAG,4
A3TN1NPD9656PE,B000PEOLAG,5
A14EDH9KEHDOGS,B000PEOLAG,5
A233H7F8EJIX1F,B000PEOLAG,5
A11LQ647NXUD7X,B000PEOLAG,5
A1N09UPETFPHYI,B000RK91B2,3
A1OP2IJ35BVIS3,B000RK91B2,1
APWJYHRZU0O61,B000RK91B2,2
AHK52VR6L62EN,B000RK91B2,5
A2W369YLXCY4PL,B000RK91B2,1
A7Z0K5IAO4FVU,B000RK91B2,5
A282RNKOO2P5RT,B000U7UB7U,5
A1JCIG0V97II2T,B000U7UB7U,4
A3SP7T2PZ3HSDE,B000U7UB7U,2
AXR37P9WYX1CT,B000U7UB7U,4
A2PH2BDPAVXTMY,B000U7UB7U,5
A2YYQ5KK70F8YQ,B000UWGN7C,4
A2838GZWXSF8KH,B000UWGN7C,5
A38V5H082VI1H4,B000UWGN7C,5
A180CM4EO62ZC6,B000UWGN7C,4
A22KGO6Q2YWS0C,B000UWGN7C,4
AY3FXAAUZ0CYV,B000UWGN7C,5
A2LPYXMJYWZ6CN,B000UWGN7C,5
A31F1QDS40ADOH,B000UWGN7C,4
A38US3BI4PEJ5O,B000VXATLG,5
A6P91O73IZGX9,B000VXATLG,3
A3MIGJ0AIVU6XT,B000VXATLG,1
AIMB7OJR4Z05D,B000VXATLG,1
A250AXLRBVYKB4,B000VXATLG,5
A10BWCG99IXBL8,B000VXATLG,4
AVUHXXQY39XF9,B000VXATLG,3
A1XXYIK7J943B6,B000VXATLG,5
A22LO9U9FO75HN,B000VXATLG,4
A38US3BI4PEJ5O,B000VXATLG,5
A6P91O73IZGX9,B000VXATLG,3
A3MIGJ0AIVU6XT,B000VXATLG,1
AIMB7OJR4Z05D,B000VXATLG,1
A250AXLRBVYKB4,B000VXATLG,5
A10BWCG99IXBL8,B000VXATLG,4
AVUHXXQY39XF9,B000VXATLG,3
A1XXYIK7J943B6,B000VXATLG,5
A22LO9U9FO75HN,B000VXATLG,4
A1K2M641UQYKKO,B000VXATLG,4
A1JOOF81AHW9,B000W3T39Y,5
A7YPGCKGGION3,B000W3T39Y,3
A3D3ORHCYSVRZ4,B000W3T39Y,5
A3J0IFH0TYTVHQ,B000W3T39Y,5
ASK0E3NW17TWS,B000W3T39Y,5
A2XGYN6E4XK6ID,B000W3T39Y,4
A210UN2D9JW025,B000W3T39Y,5
A25ZPZ4E841WI1,B000W3T39Y,5
AEK7SM21NUBZ7,B000W3T39Y,5
A1G97Z29PNJEXP,B000W3T39Y,5
A1AJYDP4DQRXIL,B000W3T39Y,5
A36R69Y2P8RIX9,B000W3T39Y,5
A1JOOF81AHW9,B000W3T39Y,5
A7YPGCKGGION3,B000W3T39Y,3
A3D3ORHCYSVRZ4,B000W3T39Y,5
A3J0IFH0TYTVHQ,B000W3T39Y,5
ASK0E3NW17TWS,B000W3T39Y,5
A2XGYN6E4XK6ID,B000W3T39Y,4
A210UN2D9JW025,B000W3T39Y,5
A25ZPZ4E841WI1,B000W3T39Y,5
AEK7SM21NUBZ7,B000W3T39Y,5
A1G97Z29PNJEXP,B000W3T39Y,5
A1AJYDP4DQRXIL,B000W3T39Y,5
A36R69Y2P8RIX9,B000W3T39Y,5
A2BBILIZ1WA64T,B000W3T39Y,5
A15QKKD72AM68Q,B000W3T39Y,4
A1LFAMJJM87RSG,B000W8RP3K,5
AEYUHCDXPEGC2,B000W8RP3K,4
A14AQLOUQ6JUDZ,B000W8RP3K,1
A3FPRXIFC0JGPU,B000W8RP3K,5
A1IZUYUKA5FO39,B000W8RP3K,5
A35KAMVWWD3OP0,B000W8RP3K,5
A1TDHAKEDTJL2J,B000W8RP3K,3
A1LFAMJJM87RSG,B000W8RP3K,5
AEYUHCDXPEGC2,B000W8RP3K,4
A14AQLOUQ6JUDZ,B000W8RP3K,1
A3FPRXIFC0JGPU,B000W8RP3K,5
A1IZUYUKA5FO39,B000W8RP3K,5
A35KAMVWWD3OP0,B000W8RP3K,5
A1TDHAKEDTJL2J,B000W8RP3K,3
A1205JKVZ1FUBQ,B000W9R7CS,5
A1K5O82N8GHMLC,B000W9R7CS,5
A92VV2QFPZ7T6,B000W9R7CS,5
A2AU36BTSDCB7H,B000W9R7CS,4
A1205JKVZ1FUBQ,B000W9R7CS,5
A1K5O82N8GHMLC,B000W9R7CS,5
A92VV2QFPZ7T6,B000W9R7CS,5
A2AU36BTSDCB7H,B000W9R7CS,4
A3AQHTLS06K6TM,B000W9R7CS,5
AQ0678GS74J77,B000W9R7CS,5
A189DTWFO4CWBG,B000W9R7CS,4
A1Q0G8E5UDBAIJ,B000WA1ESK,4
A1Q0G8E5UDBAIJ,B000WA1ESK,4
AWUTHUGZKO53L,B000WA1ESK,5
A13PJOSPMW65CW,B000WLZTTO,5
A13PJOSPMW65CW,B000WLZTTO,5
A1CLYC5TACQQQP,B000WLZTTO,5
A2MSVFZFIZ21XS,B000WLZTTO,1
A185OULSYMSD5G,B000WLZTTO,5
A282RNKOO2P5RT,B000WPDI2K,5
A2O421DTA8J0RW,B000WPDI2K,5
AGKHQA6OATS1E,B000WPDI2K,4
A4XFSMEN0IB8N,B000WPDI2K,5
A2VL3IS2FS4572,B000WPDI2K,4
A27QXQQOLAMRRR,B000WPDI2K,3
A282RNKOO2P5RT,B000WPDI2K,5
A2O421DTA8J0RW,B000WPDI2K,5
AGKHQA6OATS1E,B000WPDI2K,4
A4XFSMEN0IB8N,B000WPDI2K,5
A2VL3IS2FS4572,B000WPDI2K,4
A27QXQQOLAMRRR,B000WPDI2K,3
ASRSUQWGRV8MU,B000WPDI2K,5
A2503LT8PZIHAD,B000WPDI2K,4
A2HM0AZ8WQFWU7,B000X1HCEI,2
A1KD8NJPZ01R37,B000X1HCEI,1
A1OZA52DFY3SHD,B000X1HCEI,4
A1HSAYB9K98OGX,B000X1HCEI,4
A3IPI523Q6TCGX,B000X1HCEI,4
A1YBTOCND4LE05,B000X1HCEI,5
A3PM1QNZ1O8EXF,B000X1HCEI,3
A18H5GNMPS8W0R,B000X1HCEI,5
A1GPGBHBI6T2HJ,B000X1HCEI,4
A2HM0AZ8WQFWU7,B000X1HCEI,2
A1KD8NJPZ01R37,B000X1HCEI,1
A1OZA52DFY3SHD,B000X1HCEI,4
A1HSAYB9K98OGX,B000X1HCEI,4
A3IPI523Q6TCGX,B000X1HCEI,4
A1YBTOCND4LE05,B000X1HCEI,5
A3PM1QNZ1O8EXF,B000X1HCEI,3
A18H5GNMPS8W0R,B000X1HCEI,5
A1GPGBHBI6T2HJ,B000X1HCEI,4
A2LCE1D0TW2XY0,B000X1HCEI,1
A2QRXQPHDMFCQV,B000X1HCEI,3
A3ALZ2LD2OQPEG,B000X1M784,3
A3ALZ2LD2OQPEG,B000X1M784,3
A360ALA9ICWZKS,B000X1OGGU,5
A3KYL2QADZ2C9U,B000X1OGGU,5
A360ALA9ICWZKS,B000X1OGGU,5
A3KYL2QADZ2C9U,B000X1OGGU,5
A33775AIB1A664,B000X1OGGU,2
